RMS,Db,D,Nf,lmax
0,0.987091040527018,0.986833201872542,16876.1487061109,19216.559542201
0.00502020202020202,1.0708201706931,1.07044424955222,19084.5663292972,9976.48004218095
0.010040404040404,1.15124353488174,1.1507058474921,21384.7138760377,5794.25611989722
0.0150606060606061,1.22848686864037,1.22773173015099,23777.7926730425,3668.05882727878
0.0200808080808081,1.30267590751644,1.30163369846034,26264.4188470244,2484.54525854224
0.0251010101010101,1.37393638705739,1.37252166249103,28844.5397343547,1776.39559233307
0.0301212121212121,1.44239404281065,1.44050379639062,31517.3716180357,1327.09030578029
0.0351414141414141,1.50817461032366,1.50568924794609,34281.9391508521,1027.90525865577
0.0401616161616162,1.57140382514387,1.56822681819278,37146.7687767546,820.481754231221
0.0451818181818182,1.63220742281871,1.62847220779889,40175.9255042856,671.689941056603
0.0502020202020202,1.69071113889562,1.68718480929737,43557.0456826918,561.804508669239
0.0552222222222222,1.74704070892204,1.74537720274946,47593.2358719298,478.588628116478
0.0602424242424242,1.8013218684454,1.80383478890467,52599.0296171847,414.180497750722
0.0652626262626263,1.85368035301316,1.86276792607304,58791.7150688004,363.361018832203
0.0702828282828283,1.90424189817274,1.92182232522327,66247.2325844425,322.584756709741
0.0753030303030303,1.95313223947159,1.98032567183311,74896.179904385,289.363305349312
0.0803232323232323,2.00047711245714,2.03753882963125,84554.7201064393,261.927491849617
0.0853434343434343,2.04640225267684,2.09282847957869,94957.1133748624,238.986495333766
0.0903636363636364,2.09103339567812,2.14573120726941,105796.995655094,219.590516654961
0.0953838383838384,2.13449627700843,2.19595244606393,116766.16339383,203.035218615263
0.10040404040404,2.17691663221519,2.24340710424789,127550.230688518,188.73842954556
0.105424242424242,2.21842019684586,2.2880299137896,137924.517986763,176.326436088544
0.110444444444444,2.25913270644786,2.32995228800635,147652.237572899,165.425853828768
0.115464646464646,2.29917989656865,2.36930242521793,156574.244948698,155.779551742794
0.120484848484848,2.33868750275565,2.40616454652098,164646.48466662,147.229520894713
0.125505050505051,2.37778126055631,2.44080349764821,171732.882749975,139.54859969334
0.130525252525253,2.41658690551806,2.47340648307852,177780.233591115,132.596365842928
0.135545454545455,2.45523017318835,2.50408034319579,182854.447838604,126.302636981531
0.140565656565657,2.49383679911462,2.53293963256079,187057.005420836,120.605141029299
0.145585858585859,2.53253251884429,2.56022943564431,190299.784644977,115.370765135369
0.150606060606061,2.57144306792482,2.58611336728331,192562.353373121,110.520159379569
0.155626262626263,2.61069418190364,2.61069865755607,193893.31848545,106.009306402283
0.160646464646465,2.6504115963282,2.6340623175588,194390.977040462,101.812756284102
0.165666666666667,2.69072104674592,2.65624676059152,194236.65348559,97.9272549483692
0.170686868686869,2.73174826870425,2.67728175433794,193667.882257832,94.3595052873003
0.175707070707071,2.77361899775062,2.69732832787048,192532.882707126,91.0254111973182
0.180727272727273,2.81645896943249,2.71649083817224,190731.794035494,87.8698392178918
0.185747474747475,2.86039391929728,2.73482496229185,188246.730609656,84.8644483190387
0.190767676767677,2.90554958289244,2.75235779657479,185121.386704959,81.9969896795543
0.195787878787879,2.9520516957654,2.76910094027694,181442.326320612,79.2643631658802
0.200808080808081,3.0000259934636,2.78505880467213,177322.221962144,76.6681253050259
0.205828282828283,3.04959821153448,2.8002336907269,172885.420696559,74.2116142168924
0.210848484848485,3.10089408552549,2.81462867571281,168256.172191895,71.8981546496733
0.215868686868687,3.15403935098406,2.82824793470771,163557.869796406,69.7313389122031
0.220888888888889,3.20915974345762,2.84104654980172,159341.031413603,67.7845509632773
0.225909090909091,3.26638099849363,2.85307251289535,155520.373592736,66.0264517943801
0.230929292929293,3.32582885163951,2.86438670678757,151736.200706627,64.3865711244305
0.235949494949495,3.38762903844271,2.8750144785625,147787.383037211,62.8240135514859
0.240969696969697,3.45190729445067,2.88496320389601,143587.098991564,61.3175043382046
0.245989898989899,3.51878935521082,2.89423379484877,139127.020982642,59.8582072328561
0.251010101010101,3.5884009562706,2.90282769648658,134448.365938486,58.44464536378
0.256030303030303,3.66086783317746,2.91075071456427,129619.233473788,57.0792095526295
0.261050505050505,3.73631572147883,2.91801472773065,124717.824517126,55.7658513530391
0.266070707070707,3.81487035672215,2.92463806114983,119820.946299788,54.5086443383397
0.271090909090909,3.89665747445486,2.93064506707798,114996.969259306,53.3109653574806
0.276111111111111,3.9818028102244,2.93606527783461,110302.258479147,52.1751029788799
0.281131313131313,4.07043209957821,2.94093236394196,105780.096649123,51.1021462194186
0.286151515151515,4.16267107806373,2.94528303791678,101461.223043307,50.0920446028965
0.291171717171717,4.25864548122839,2.94915598422931,97365.2851220759,49.1437615684175
0.296191919191919,4.35848104461964,2.95259086009339,93502.6889782317,48.2554679208775
0.301212121212121,4.46230350378491,2.95562739229375,89876.5085146748,47.424741016502
0.306232323232323,4.57023859427165,2.9583045855485,86484.2534333587,46.6487494199351
0.311252525252525,4.68241205162729,2.96066005286291,83319.3981634658,45.9244126582776
0.316272727272727,4.79894961139928,2.96272947462374,80372.6411858999,45.2485322720855
0.321292929292929,4.91997700913504,2.96454618911587,77632.9040078126,44.6178944314762
0.326313131313131,5.04561998038203,2.96614091229193,75088.0992140195,44.0293466613788
0.331333333333333,5.17600426068767,2.967541579367,72725.7045111134,43.4798522878435
0.336353535353535,5.31125558559941,2.96877329586215,70533.1797933261,42.9665265218046
0.341373737373737,5.45149969066469,2.96985838178568,68498.2606511408,42.4866579542228
0.346393939393939,5.59686231143095,2.97081649019705,66609.1566970184,42.0377188587796
0.351414141414141,5.74746918344562,2.97166478061238,64854.6778814268,41.6173672188327
0.356434343434343,5.90344604225615,2.97241812846652,63224.3072434618,41.2234428940195
0.361454545454545,6.06491862340997,2.97308935382272,61708.2345181656,40.8539598638148
0.366474747474747,6.23201266245452,2.97368945529441,60297.3617319809,40.5070960542673
0.371494949494949,6.40485389493725,2.97422783828049,58983.2892871112,40.1811818809551
0.376515151515152,6.58356805640559,2.97471237965703,57746.6519147558,39.8719948355529
0.381535353535354,6.76828088240697,2.97514877085221,56492.3075543875,39.5573746125332
0.386555555555556,6.95911810848885,2.97554288874381,55220.3336505886,39.2366610969895
0.391575757575758,7.15620547019866,2.97590000085741,53949.7535139532,38.9138010172791
0.39659595959596,7.35966870308383,2.97622459528031,52694.7179788662,38.5918459739296
0.401616161616162,7.56963354269181,2.97652050759676,51465.5603303963,38.2731392098744
0.406636363636364,7.78622572457003,2.97679102695351,50269.6387708523,37.9594624492347
0.411656565656566,8.00957098426594,2.97703898424173,49112.0053096435,37.6521517696517
0.416676767676768,8.23979505732697,2.97726682519408,47995.9344930784,37.352189358817
0.42169696969697,8.47702367930057,2.97747667090185,46923.3398740259,37.0602764092015
0.426717171717172,8.72138258573417,2.97767036792433,45895.1010816745,36.7768911972583
0.431737373737374,8.97299751217521,2.97784952983288,44911.3199871852,36.502335477262
0.436757575757576,9.23199419417113,2.97801557172698,43971.5208009173,36.2367716224727
0.441777777777778,9.49849836726936,2.97816973899094,43074.8059300462,35.9802524129822
0.44679797979798,9.77263576701736,2.97831313132946,42219.9769887575,35.7327449598689
0.451818181818182,10.0545321289626,2.97844672292814,41405.6283970744,35.4941499389606
0.456838383838384,10.3443131886524,2.97857137942621,40630.219443909,35.2643170621085
0.461858585858586,10.6421046816343,2.97868787225935,39892.1294507364,35.0430575225969
0.466878787878788,10.9480323434557,2.97879689082605,39189.699691132,34.8301540015445
0.47189898989899,11.2622219096641,2.9788990528463,38521.264946115,34.6253687043852
0.476919191919192,11.5847991158069,2.97899491321328,37885.1769634705,34.4284498035368
0.481939393939394,11.9158896974315,2.97908497158449,37279.8216068417,34.2391365896801
0.486959595959596,12.2556193900853,2.97916967891397,36703.6311001033,34.0571635754659
0.491979797979798,12.6041139293159,2.97924944309227,36155.092472901,33.8822637487034
0.497,12.9614990506706,2.97932463383156,35632.7530770092,33.7141711346441
